timestamp,job_id,task_index,machine_id,event_type,cpu_request,memory_request
15,89,6,1,0,0.07936053364378197,0.4187214622911505
22,89,6,1,1,0.4629336296349622,0.2790507790586742
37,432,3,32,0,0.36825861947914124,0.12346596740029123
82,983,9,26,0,0.23158964767405485,0.30979769662255263
95,884,3,52,0,0.23798162820798927,0.4733034745311076
96,884,3,52,1,0.060078438057733705,0.12613765821907716
96,432,3,32,1,0.21300521816100956,0.23692059959567832
116,333,5,57,0,0.21794672869931966,0.13735789042191993
122,983,9,26,1,0.19444547210135663,0.16003546887085404
124,333,5,57,1,0.14735640087248694,0.35057965304434496
157,275,2,43,0,0.1700428773357084,0.09970710476968034
169,927,4,33,0,0.41396827397033265,0.018237065890280665
176,89,6,1,4,0.47504900555958024,0.39082109562540873
180,275,2,43,1,0.13703775684357497,0.42246260002451297
186,927,4,33,1,0.146880213167753,0.32667877328141753
191,779,0,93,0,0.42209058392994026,0.09614664051951129
199,896,6,85,0,0.45321112244925615,0.37194102717043437
203,217,5,86,0,0.034481362689201545,0.15143950367335327
208,896,6,85,1,0.2818045813850507,0.26524925261753457
209,72,1,42,0,0.2636386159150039,0.2931597699060455
215,333,5,57,4,0.08058322950481153,0.4863739469917066
215,42,9,0,0,0.16077437856102347,0.12866557867026057
240,72,1,42,1,0.26613803224785876,0.1528781827989671
242,42,9,0,1,0.19366421293149888,0.31445200583629657
245,983,9,26,4,0.022026809854630614,0.11485182408683703
245,432,3,32,4,0.17483808696172506,0.23791098479365164
249,779,0,93,1,0.3952344494926814,0.2092305446775594
251,480,7,70,0,0.4604287671513798,0.4683695959509886
252,217,5,86,1,0.3837072300299446,0.4260899043703741
257,480,7,70,1,0.41776485155879745,0.14594061148378032
258,552,6,61,0,0.13431056537476427,0.4835701211748054
277,42,9,0,4,0.02743921309517343,0.4972218483160003
287,884,3,52,4,0.06246631372342547,0.025852811388024286
297,552,6,61,1,0.03508730941750076,0.17930633892231806
304,217,5,86,4,0.017459011030830494,0.3533932158379525
310,480,7,70,4,0.17994102336822473,0.03742595016230194
360,937,1,73,0,0.47938548143680704,0.25658333509324827
387,275,2,43,5,0.3826603688352026,0.26717569372645844
402,779,0,93,4,0.27077504366181104,0.44767609500115285
415,937,1,73,1,0.3565632878451675,0.11552500315299774
421,927,4,33,4,0.2913173935581201,0.10601776408368924
529,937,1,73,4,0.4135041031254806,0.47764359337492657
545,401,8,8,0,0.37318939152268166,0.0510370130614114
551,401,8,8,1,0.02437862907938417,0.2561769378971278
603,896,6,85,4,0.13592889758540594,0.1524848873329459
623,979,2,92,0,0.12237395623793251,0.03784532332763999
640,660,1,84,0,0.2002169045280823,0.35057592904642987
648,660,1,84,1,0.12966550450697678,0.21842021273195553
665,979,2,92,1,0.3383606666724364,0.31472476066428423
672,552,6,61,4,0.29232486840647476,0.3091395133230031
681,910,9,87,0,0.1190307186320894,0.48685671715313034
698,910,9,87,1,0.4374354676373426,0.17518036129125727
784,660,1,84,4,0.4386151248766589,0.08318678473023584
882,979,2,92,4,0.34758038835278704,0.359821790117733
892,803,4,7,0,0.2628809166083144,0.11541360309453619
895,482,2,15,0,0.4619325663585499,0.05293599206571761
898,803,4,7,1,0.417398555085227,0.38580069850802656
901,40,6,37,0,0.02173366998253691,0.2965656275398375
911,463,5,34,0,0.05789222530007433,0.4578750788690351
914,750,3,57,0,0.2199835677211037,0.48190807932362095
917,30,2,53,0,0.08654121865644476,0.3216107601450883
921,30,2,53,1,0.21277545800718997,0.11004161399243907
923,463,5,34,1,0.3719255067257359,0.1386579529582302
927,750,3,57,1,0.15242757500588117,0.35193835299226534
941,40,6,37,1,0.07301227812067072,0.29118679300776307
950,40,6,37,4,0.3600629097205439,0.18720707647211182
952,482,2,15,1,0.19937848133568806,0.3380066850569455
994,517,9,81,0,0.22563512388160797,0.4204747007786532
1024,803,4,7,4,0.4851397773912897,0.4755762887254111
1026,401,8,8,3,0.023975386630065012,0.4418175598714339
1035,72,1,42,4,0.09449873059719097,0.29401990451889093
1043,517,9,81,1,0.07057748754591132,0.4548426227292408
1049,85,9,93,0,0.2632006620206316,0.411362589827067
1072,636,3,53,0,0.14736289268299602,0.17589213730446704
1073,636,3,53,1,0.31774594923216215,0.30510209320613196
1083,823,3,7,0,0.25137927367669793,0.22162316656359185
1085,142,2,56,0,0.13500654273562035,0.20557453417601515
1096,463,5,34,4,0.3205413696422914,0.1631516644296437
1104,85,9,93,1,0.06468102313566693,0.4214847147789154
1115,589,8,26,0,0.13598712916262934,0.12647307071864947
1127,823,3,7,1,0.32053609161315444,0.44110495639477426
1129,142,2,56,1,0.0374542752919677,0.2102422642828197
1154,589,8,26,1,0.1791514206173454,0.25532556449116145
1181,30,2,53,4,0.2319264244311293,0.47488475362335836
1188,823,3,7,4,0.02451043088003877,0.11706681418808372
1194,750,3,57,4,0.3173837799378754,0.4503399777579662
1207,85,9,93,6,0.18531461366246546,0.47140025892774945
1230,482,2,15,4,0.45495241863714697,0.017786156736472374
1310,608,2,66,0,0.4094018243609409,0.06686912706335342
1316,176,4,45,0,0.1593012066422818,0.03595353874875795
1320,636,3,53,6,0.4384058172605987,0.47510613621831405
1345,176,4,45,1,0.2745563242101531,0.3580242560819508
1365,608,2,66,1,0.105893108607563,0.16631320339863295
1368,142,2,56,4,0.16057388518872365,0.2714651767474596
1373,517,9,81,4,0.35756211990157905,0.1470645782917114
1389,176,4,45,4,0.01863380133755985,0.22838951542670968
1404,867,8,96,0,0.4290798813152947,0.07135589211415788
1430,867,8,96,1,0.17069288346575825,0.289105604228833
1434,910,9,87,4,0.11706571165792184,0.2358637463900004
1489,757,2,88,0,0.24330706859694082,0.12298355850132428
1523,757,2,88,1,0.42341803105328535,0.10856565974143018
1585,232,8,60,0,0.24977222928938983,0.4799328691497805
1614,232,8,60,1,0.22755442721469976,0.38844707802138284
1628,361,8,77,0,0.1776982061677707,0.16263511103847011
1632,361,8,77,1,0.07610380489949099,0.26025835245663526
1684,361,8,77,4,0.04748820446257499,0.10542568027533454
1699,462,1,51,0,0.38720477344813764,0.14122491492163353
1723,462,1,51,1,0.3823777639457311,0.09515538591780903
1724,232,8,60,4,0.1992394330274817,0.15983553885490898
1725,462,1,51,4,0.24016189856224532,0.2713201191640121
1809,981,7,13,0,0.2221450936957121,0.10144823282816066
1810,867,8,96,4,0.024120882657551787,0.3947950606510167
1832,87,7,11,0,0.06896681571909549,0.05828326091219294
1836,757,2,88,4,0.24409831117533567,0.29149518050008505
1852,87,7,11,1,0.46468775860614053,0.23250733075499294
1852,981,7,13,1,0.15333899460077813,0.25111026806348474
1981,589,8,26,4,0.2737248907337253,0.28209546279796077
1989,87,7,11,4,0.019251630502354983,0.059259875758999596
2008,502,2,67,0,0.11671631821563985,0.35929984788042557
2045,502,2,67,1,0.04422153027200566,0.13913348043985999
2052,301,8,82,0,0.4095519366596903,0.2662308827973769
2070,301,8,82,1,0.49930919353911596,0.3829372701277398
2257,22,2,70,0,0.28051398868015515,0.21374077533685057
2259,22,2,70,1,0.11387708680234244,0.332103206263363
2289,502,2,67,3,0.4578949028206595,0.41887465101525023
2323,981,7,13,4,0.15293299825677042,0.034648148381841146
2415,301,8,82,4,0.15372060778350516,0.053833348853148104
2476,959,3,76,0,0.16824746878018842,0.17783860141789154
2476,551,6,80,0,0.029722637733281567,0.41232692842227553
2478,611,1,34,0,0.33584154452645454,0.2866944631497046
2508,959,3,76,1,0.23361660057036113,0.40907388523450583
2516,551,6,80,1,0.3216234947820336,0.10524237865425831
2536,611,1,34,1,0.2712616959130331,0.4593362802254213
2547,857,9,55,0,0.26649132200143477,0.4891808545076189
2586,857,9,55,1,0.41290751128429554,0.4475302701303582
2606,857,9,55,3,0.032022057310966884,0.300096535025531
2609,608,2,66,5,0.29680086139514994,0.38090332200668325
2624,959,3,76,4,0.46548051165428067,0.20465729350686618
2696,278,5,82,0,0.19481537611082947,0.042320150873174284
2700,186,1,33,0,0.024166793400613066,0.49096035157943807
2715,278,5,82,1,0.22476890139702443,0.2860323143819897
2736,186,1,33,1,0.49763884965587957,0.3789639696331361
2794,745,7,95,0,0.13752657975699795,0.3605414387063522
2820,745,7,95,1,0.37963747595567704,0.3268512117734771
2823,278,5,82,4,0.21799348590598525,0.16393135142379694
2844,611,1,34,4,0.20678276099146992,0.41643394928438887
2895,22,2,70,4,0.11571293279646251,0.34212846815192166
2900,745,7,95,4,0.20581509079451873,0.1366060482267845
2928,108,3,8,0,0.161308094602292,0.2109802469230123
2930,108,3,8,1,0.22209704232987876,0.10685875906839179
2967,108,3,8,4,0.021322357865865327,0.03505450267228162
2988,138,3,12,0,0.4474870068689873,0.4044967962858038
3042,138,3,12,1,0.11017871986217487,0.12696339430249945
3043,610,4,83,0,0.3082847455143273,0.02769344368699716
3060,840,6,26,0,0.3587520332632315,0.4857082473016559
3075,840,6,26,1,0.2337794227256518,0.02194884336159785
3082,840,6,26,4,0.4597914493056565,0.024227194372371107
3087,610,4,83,1,0.19486232887759103,0.48985012108976966
3192,138,3,12,4,0.33035692890999424,0.22463557373589013
3212,93,5,6,0,0.4933272640981572,0.2714589677541002
3248,93,5,6,1,0.3340772181440446,0.025710721190334462
3250,551,6,80,4,0.2895105874743273,0.38258274044178786
3261,186,1,33,4,0.27793500346209765,0.16552089108030352
3303,282,0,63,0,0.2838657955682746,0.15723059131881584
3316,282,0,63,1,0.26249481744238284,0.3843143871726128
3344,282,0,63,4,0.1801037307985288,0.08790815537022298
3352,93,5,6,4,0.44012435131840255,0.38479421848099515
3358,32,9,15,0,0.08373141279293876,0.4843574269108594
3376,129,1,36,0,0.05106613240871049,0.08875063659683775
3379,525,4,39,0,0.3009623263677496,0.30532256904640304
3383,32,9,15,1,0.45748401340651357,0.10280277476357458
3400,205,8,23,0,0.13693653308992668,0.4199531185294135
3401,32,9,15,4,0.4533355074232578,0.32728306777324795
3418,129,1,36,1,0.04894111626870236,0.2520995519200189
3429,205,8,23,1,0.49708741881637564,0.43631103832269413
3429,525,4,39,1,0.15839776986011098,0.1891195749244777
3485,249,6,88,0,0.26305782782973897,0.2354481463979101
3503,365,5,13,0,0.32166693109196054,0.3692843649714627
3515,411,5,63,0,0.24975591293072427,0.08477561259455141
3520,249,6,88,1,0.07044413201039984,0.22442846008843745
3523,365,5,13,1,0.38516005809629533,0.49887695332093435
3529,411,5,63,1,0.3987839066161677,0.3485263646953658
3670,365,5,13,4,0.3190979616626236,0.29933298149733634
3685,525,4,39,4,0.2638419429287399,0.16884501907494603
3691,959,6,15,0,0.34113782204008813,0.43641684169108463
3705,922,0,97,0,0.3918474048888143,0.4725611411746099
3716,411,5,63,4,0.23044095368318174,0.14463715065217703
3721,959,6,15,1,0.39574039584317844,0.04237721647308458
3722,443,8,17,0,0.16713575171053832,0.465127111663085
3751,922,0,97,1,0.061557813078589756,0.31372484929457845
3758,205,8,23,4,0.33890175814976836,0.10529629305792557
3771,57,0,20,0,0.4623552544234397,0.017767402693619386
3774,443,8,17,1,0.17943189085522238,0.24351125507780502
3794,57,0,20,1,0.1924304783007934,0.13478524528608132
3809,237,4,0,0,0.026403271643330818,0.4585591837810536
3810,922,0,97,3,0.07133293115093359,0.3252124740761344
3820,249,6,88,4,0.1738598851108083,0.21509888623850226
3842,237,4,0,1,0.1955713139872042,0.024226984711050125
3846,188,1,54,0,0.4818236572942701,0.468192963220053
3849,26,3,78,0,0.23083637272006743,0.33930745898860415
3855,26,3,78,1,0.16332462316468763,0.14283716434439223
3859,610,4,83,4,0.3543397544978041,0.37149482989838295
3885,443,8,17,4,0.09630301727806391,0.4083461874823518
3887,188,1,54,1,0.3017731865268442,0.4142175804439894
3919,446,6,86,0,0.23213892656578933,0.1590171865651805
3950,57,0,20,4,0.49341905048187,0.03740391156283058
3961,188,1,54,4,0.17539891841915936,0.1969540328120378
3961,298,4,23,0,0.2780924164178563,0.41235204864652747
3969,35,6,62,0,0.21014323489015646,0.3430516362483392
3974,35,6,62,1,0.4154047118648113,0.2965709295275522
3976,446,6,86,1,0.4618958747359026,0.49128330051242797
4003,298,4,23,1,0.013799596304850135,0.06116149522943109
4017,392,4,13,0,0.3692049713820839,0.23453866926000227
4025,446,6,86,4,0.18320118675116975,0.2373059372185256
4029,298,4,23,3,0.11462439861898252,0.12296787330860938
4035,129,1,36,4,0.4395729641670798,0.35338197437814606
4056,392,4,13,1,0.4256160482502349,0.15117811150754254
4090,94,6,16,0,0.45476415315738516,0.15927155782385258
4103,94,6,16,1,0.4362539076062572,0.30642099846689996
4138,26,7,16,0,0.3224672409790084,0.12859081919062984
4142,986,5,95,0,0.1667772436341808,0.02066062121406594
4143,986,5,95,1,0.04698637211441194,0.18752233681669547
4146,392,4,13,4,0.024954052879032712,0.451305795527375
4158,26,7,16,1,0.10997208621190356,0.33045710524650257
4173,26,7,16,4,0.4566454337294051,0.024456987021150907
4198,975,8,40,0,0.40890878165416183,0.4473208186347974
4210,975,8,40,1,0.43790702375907886,0.3610175124342213
4258,209,1,36,0,0.12910096384113082,0.29032866976462596
4273,342,8,0,0,0.373966597861556,0.010542931469765765
4304,209,1,36,1,0.37084428677046005,0.0189914394625058
4308,342,8,0,1,0.09387054363157006,0.44491020404400217
4309,209,1,36,4,0.4985750886290218,0.06987641329632661
4312,237,4,0,4,0.27580825648212004,0.20740874277878216
4330,94,6,16,4,0.05500666524230849,0.22805915502542407
4340,483,9,82,0,0.024877697211361554,0.10665257157904148
4349,252,5,41,0,0.3324075418799538,0.1924782359805214
4351,986,5,95,6,0.21114635895707676,0.44580182853518024
4368,483,9,82,1,0.017822117092463983,0.016319854577915027
4379,252,5,41,1,0.13460450813327257,0.020745965793344173
4383,252,5,41,5,0.4138086519204185,0.09287742072801217
4390,483,9,82,4,0.37110320128076896,0.3149473170130809
4411,959,6,15,4,0.09185343584147497,0.040694169006539
4458,26,3,78,4,0.4738995271724638,0.06189384415784124
4461,35,6,62,4,0.13079475376261165,0.48825602231409987
4470,629,6,4,0,0.05242105332914599,0.11501147124765597
4480,629,6,4,1,0.056466657979353546,0.4219986996742591
